Country Name,Year,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)","Informal employment, female (% of total non-agricultural employment)","Informal employment, male (% of total non-agricultural employment)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Labor force with advanced education (% of total working-age population with advanced education),"Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force, female","Labor force, female (% of total labor force)","Labor force, male","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Population ages 15-64, female","Population ages 15-64, male","Population ages 15-64, total",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Ratio of female to male labor force participation rate (%) (national estimate)
Maldives,2001,..,..,..,18.98999977,8.890000343,24.17000008,24.96999931,37.65000153,18.45999908,56.04000092,53.45999908,57.36999893,35.97299957,..,..,..,37.44200134,38.1,71.19100189,72.35,54.50099945,55.22,..,..,..,32580,33.97465978,63317,95895,..,..,..,82395,82371,164757,52.59372722,..
Maldives,2002,..,..,..,18.5,8.789999962,23.40999985,24.40999985,36.33000183,18.37999916,57.09000015,54.88999939,58.20999908,35.34000015,..,..,..,37.31800079,38.23,70.39499664,72.34,54.20199966,55.47,..,..,..,34050,33.70552949,66972,101022,..,..,..,86266,88195,174457,53.01229146,..
Maldives,2003,..,..,..,17.79000092,8.850000381,22.21999931,23.98999977,35.04000092,18.53000069,58.20999908,56.11999893,59.25,34.70800018,..,..,..,37.19400024,38.44,69.60199738,72.52,53.90200043,55.86,..,..,..,35557,33.42797244,70812,106369,..,..,..,90250,94407,184655,53.43812196,..
Maldives,2004,..,..,..,17.21999931,7.980000019,21.73999977,22.39999962,31.86000061,17.77000046,60.38000107,60.15999985,60.49000168,34.15999985,..,..,..,37.08000183,38.71,68.83000183,72.86,53.60300064,56.35,..,..,..,37052,33.1769341,74625,111680,..,..,..,94196,100714,194910,53.87185943,..
Maldives,2005,..,..,..,17.22999954,7.039999962,22.19000053,20.27000046,28.06999969,16.47999954,62.5,64.88999939,61.33000183,33.71699905,..,..,..,36.97900009,39.01,68.08399963,73.31,53.30199814,56.9,..,..,..,38490,32.96872725,78257,116747,..,..,..,97996,106888,204883,54.31378928,..
Maldives,2006,1.195129991,2.293940067,1.741600037,16.18000031,6.269999981,20.89999962,19.35000038,25.64999962,16.34000015,64.48000336,68.08000183,62.75999832,32.8390007,..,..,..,36.88700104,39.32,67.35800171,73.33,53.0019989,57.23,..,..,..,39881,32.78770738,81750,121634,98.42984772,98.36569214,98.39790344,101670,113105,214781,54.76261187,..
Maldives,2007,..,..,..,15.42000008,5.519999981,20.12000084,18.15999985,22.93000031,15.89999962,66.41999817,71.55000305,63.97999954,32.43600082,..,..,..,36.79800034,39.66,66.63700104,73.58,52.70199966,57.69,..,..,..,41164,32.60463201,85078,126252,..,..,..,105080,119254,224346,55.22157324,..
Maldives,2008,..,..,..,14.60999966,4.71999979,19.23999977,17.40999985,20.57999992,15.93000031,67.98000336,74.69999695,64.83000183,31.84600067,..,..,..,36.6969986,40,65.89800262,74.06,52.40100098,58.3,..,..,..,42349,32.36478689,88483,130849,..,..,..,108295,125702,234026,55.68757342,..
Maldives,2009,..,..,..,14.02000046,4.039999962,18.60000038,16.30999947,18.37999916,15.35999966,69.66999817,77.58000183,66.04000092,31.43199921,..,..,..,36.56600189,40.32,65.10900116,74.75,52.09999847,59.06,41.61999893,33.56999969,51.08000183,43449,31.98424675,92382,135845,..,..,..,111432,133128,244585,56.1612085,56.16176269
Maldives,2010,..,..,..,13.21000004,3.720000029,17.45000076,16.68000031,18.86000061,15.69999981,70.11000061,77.41999817,66.84999847,32.03300095,..,..,..,36.92300034,42.01,65.81900024,76.81,52.89500046,61.27,..,..,..,45123,31.22137193,99402,144526,..,..,..,114556,142016,256571,56.09778362,..
Maldives,2011,..,..,..,12.43000031,3.450000048,16.28000069,17.14999962,19.45999908,16.17000008,70.41000366,77.09999847,67.55000305,32.72399902,..,..,..,37.20000076,43.73,66.36399841,78.78,53.68799973,63.61,..,..,..,46572,30.10997395,108076,154673,..,..,..,117355,153890,271295,56.05448986,..
Maldives,2012,..,..,..,11.81999969,3.190000057,15.35999966,17.29999924,19.85000038,16.25,70.87999725,76.95999908,68.38999939,33.48500061,..,..,..,37.46900177,45.49,66.86599731,80.75,54.47999954,66,..,..,..,48078,28.97050405,117833,165955,..,..,..,120302,167245,287632,56.0359574,..
Maldives,2013,..,..,..,11.10999966,2.910000086,14.30000019,17.54000092,20.43000031,16.42000008,71.33999634,76.66000366,69.27999878,34.16799927,..,..,..,37.73699951,47.3,67.34300232,82.69,55.26900101,68.39,..,..,..,49578,27.83748273,128473,178098,..,..,..,123197,181731,305023,56.03700193,..
Maldives,2014,..,..,..,10.40999985,2.670000076,13.27000046,17.95000076,21.04000092,16.80999947,71.63999939,76.29000092,69.91999817,34.9090004,..,..,..,38.01100159,49.15,67.80500031,84.51,56.05599976,70.72,94.02999878,85.54000092,97.90000153,51004,26.73571979,139733,190771,98.69167328,98.52033997,98.61012268,125820,196914,322806,56.05928975,57.61430129
Maldives,2015,..,..,..,9.829999924,2.400000095,12.32999992,18.38999939,21.69000053,17.28000069,71.77999878,75.91000366,70.38999939,35.6969986,..,..,..,38.29899979,47,68.26599884,84.76,56.84000015,70.55,..,..,..,52337,25.69191498,151374,203710,..,..,..,128090,212384,340473,56.1025993,..
Maldives,2016,..,..,..,9.239999771,2.180000067,11.40999985,18.76000023,22.44000053,17.62000084,72.01000214,75.38999939,70.97000122,36.45800018,..,50.18000031,44.75999832,38.5909996,44.71,68.71199799,84.19,57.61999893,69.87,81.56999969,73.76999664,92.36000061,53569,24.66957715,163627,217146,98.11470795,97.29892731,97.7349472,130104,228513,358509,56.16340775,56.1634679
Maldives,2017,..,..,..,8.960000038,2.089999914,10.93999958,18.85000038,22.60000038,17.77000046,72.19000244,75.30999756,71.29000092,36.0359993,..,..,..,38.04600143,44.61,68.50099945,84.82,57.66600037,70.75,..,..,..,53518,23.48599214,174481,227872,..,..,..,131824,244835,376402,55.54079756,..
Maldives,2018,..,..,..,8.609999657,1.960000038,10.38000011,19.12000084,22.78000069,18.14999962,72.26000214,75.26000214,71.47000122,34.99599838,..,..,..,36.85200119,43.97,68.46099854,85.68,57.54000092,71.53,..,..,..,52473,22.14517831,184658,236950,..,..,..,133394,259675,392702,53.82919031,..
Maldives,2019,..,..,..,8.319999695,1.850000024,9.970000267,19.12999916,22.79000092,18.20000076,72.55000305,75.36000061,71.83000183,33.64799881,..,..,..,35.33300018,43.05,68.55200195,86.59,57.29299927,72.12,92.04000092,88.38999939,95.68000031,50959,20.91603868,192828,243636,..,..,..,135030,271197,405913,51.541894,59.2731945
Maldives,2020,..,..,..,..,..,..,..,..,..,..,..,..,31.92099953,..,..,..,33.85200119,..,66.7990036,..,55.70500183,..,..,..,..,49537,20.46205575,192557,242092,..,..,..,136854,278322,415173,50.6774044,..
Maldives,2021,..,..,..,..,..,..,..,..,..,..,..,..,32.38299942,..,..,..,34.32600021,..,67.4940033,..,56.16699982,..,..,..,..,51146,20.88546601,193708,244888,..,..,..,..,..,..,50.85785186,..
Mongolia,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.04299927,54.18,64.43599701,65.69,60.15399933,59.85,..,..,..,371837,47.53775603,410350,782193,..,..,..,613773,596406,1210179,86.97467544,..
Mongolia,1991,..,..,..,44.09999847,43.75999832,44.38000107,19.38999939,16.87000084,21.53000069,36.52000046,39.36999893,34.09999847,52.77700043,..,..,..,56.39699936,54.92,64.71600342,66.62,60.47200012,60.69,..,..,..,380785,47.57921226,419534,800318,..,..,..,625292,607694,1232986,87.14536804,..
Mongolia,1992,..,..,..,44.61999893,43.59000015,45.49000168,17.93000031,15.61999989,19.88999939,37.45000076,40.79000092,34.61999893,53.13999939,..,..,..,56.79800034,55.74,64.96700287,67.58,60.80099869,61.57,..,..,..,390022,47.64808863,428523,818547,..,..,..,636811,619117,1255925,87.42592059,..
Mongolia,1993,..,..,..,44.75,43.40000153,45.90000153,17.02000046,14.68000031,19.01000023,38.22999954,41.91999817,35.09999847,53.37599945,..,..,..,56.95800018,56.25,65.05200195,68.12,60.92499924,62.1,..,..,..,397381,47.66680581,436291,833664,..,..,..,648049,630527,1278573,87.55764384,..
Mongolia,1994,..,..,..,44.70000076,43.41999817,45.79000092,16.73999977,14.23999977,18.86000061,38.56000137,42.34000015,35.34999847,53.39400101,..,..,..,56.90200043,56.48,65.02100372,68.32,60.88399887,62.32,..,..,..,402826,47.61812445,443134,845951,..,..,..,658776,641938,1300712,87.51326059,..
Mongolia,1995,..,..,..,46.13999939,44.99000168,47.11000061,17.93000031,16.05999947,19.51000023,35.93000031,38.93999863,33.38000107,53.24700165,..,..,..,56.68700027,56.51,64.89900208,68.23,60.71900177,62.3,..,..,..,406906,47.51310123,449511,856408,..,..,..,669307,653811,1323121,87.34648987,..
Mongolia,1996,..,..,..,46.52999878,44.95000076,47.86999893,17.45999908,14.89999962,19.62999916,36.00999832,40.15999985,32.5,53.13299942,..,..,..,56.62799835,56.73,64.86000061,68.37,60.67699814,62.49,..,..,..,414651,47.42923093,459593,874252,..,..,..,683151,669358,1352509,87.30804474,..
Mongolia,1997,..,..,..,48.95000076,47.5,50.16999817,16.70000076,13.21000004,19.64999962,34.34999847,39.29000092,30.18000031,53.04000092,..,..,..,56.50899887,56.87,64.78099823,68.39,60.58599854,62.59,..,..,..,420847,47.29765876,468943,889784,..,..,..,695291,684475,1379768,87.23082449,..
Mongolia,1998,..,..,..,49.74000168,48.63000107,50.66999817,15.81999969,12.44999981,18.65999985,34.43999863,38.91999817,30.67000008,52.93799973,..,..,..,56.4109993,57.04,64.71099854,68.42,60.51300049,62.7,..,..,..,426947,47.15286161,478499,905453,..,..,..,707219,700047,1407268,87.1737426,87.0606793
Mongolia,1999,..,..,..,49.49000168,48.22999954,50.54000092,15.52999973,12.23999977,18.29999924,34.97999954,39.52999878,31.15999985,52.85200119,63.28767,..,..,56.32600021,57.17,64.64700317,68.43,60.44800186,62.79,..,..,..,434180,47.02363095,489138,923323,..,..,..,721166,717408,1438577,87.12855577,..
Mongolia,2000,11.70956993,12.77429962,12.22729969,48.63999939,46.38999939,50.52999878,14.14000034,11.15999985,16.63999939,37.22000122,42.45000076,32.84000015,52.80099869,67.42857,..,..,56.31100082,57.32,64.63300323,68.5,60.43999863,62.9,..,..,..,443647,46.93872585,501522,945162,97.52880096,98.01677704,97.76885223,738277,737041,1475317,87.12422138,80.90379189
Mongolia,2001,..,..,..,48.34999847,46.33000183,50.04000092,13.65999985,10.72999954,16.12000084,37.99000168,42.93999863,33.84000015,52.74499893,67.26343,..,..,56.24100113,57.28,64.58100128,68.39,60.38000107,62.83,..,..,..,454496,46.91368219,514300,968792,..,..,..,757739,756781,1514516,87.08598506,..
Mongolia,2002,..,..,..,44.95000076,42.18000031,47.25999832,14.31999969,13.11999989,15.31999969,40.74000168,44.70000076,37.40999985,52.64099884,64.8,..,..,56.12099838,57.1,64.48699951,68.12,60.27099991,62.6,..,..,..,466825,46.92118808,528087,994913,..,..,..,780678,778775,1559450,87.02684077,94.62224739
Mongolia,2003,..,..,..,46.70000076,44.91999817,48.18999863,11.92000008,9.729999542,13.77999973,41.38000107,45.34999847,38.02999878,52.34600067,59.34959,..,..,55.94100189,56.8,64.33300018,67.71,60.09999847,62.24,..,..,..,479833,46.94984012,542178,1022012,..,..,..,805875,802228,1608100,86.95537552,86.95651968
Mongolia,2004,..,..,..,40.16999817,37.24000168,42.63999939,16.13999939,13.60000038,18.29000092,43.70000076,49.15000153,39.06999969,52.20999908,60.64,..,..,55.85900116,56.45,64.37400055,67.17,60.07500076,61.79,..,..,..,493493,46.94912013,557620,1051123,..,..,..,830878,825440,1656323,86.77261112,96.41300805
Mongolia,2005,..,..,..,39.88000107,36.49000168,42.77000046,16.80999947,14.64999962,18.64999962,43.29999924,48.86000061,38.58000183,51.97100067,57.08661,..,..,55.77700043,56.33,64.41600037,66.94,60.04999924,61.62,..,..,..,506121,46.94011558,572112,1078227,..,..,..,854131,847312,1701441,86.58873589,94.64045934
Mongolia,2006,..,..,..,38.75999832,35.24000168,41.77000046,17.34000015,15.13000011,19.22999954,43.88999939,49.63999939,39,51.80099869,67.75758,..,..,55.69499969,56.29,64.45700073,66.74,60.02500153,61.49,..,..,..,518122,46.93359373,585824,1103947,..,..,..,875756,867048,1742807,86.40644005,99.68992721
Mongolia,2007,..,..,..,41.58000183,40.13999939,42.81000137,13.68000031,10.63000011,16.29000092,44.74000168,49.22999954,40.90000153,51.63800049,65.11955,..,..,55.61199951,56.31,64.4980011,66.53,60,61.39,..,..,..,528905,46.92022927,598335,1127243,..,..,..,895278,885002,1780279,86.22282639,86.22291343
Mongolia,2008,..,..,..,40.59000015,39.09999847,41.88000107,15.22999954,11.52999973,18.43000031,44.18000031,49.36000061,39.70000076,51.18999863,67.14849,24.12999916,30.26000023,53.98199844,56.45,62.93600082,66.47,58.40000153,61.43,73.04000092,71.23000336,75.40000153,523723,46.82616249,594717,1118441,..,..,..,913171,901558,1814728,85.77284501,85.77319982
Mongolia,2009,..,..,..,40.00999832,38.65000153,41.16999817,14.93999958,10.81999969,18.44000053,45.04999924,50.54000092,40.38999939,50.4090004,61.22195,20.54000092,29.80999947,53.72299957,56.46,63.35100174,66.96,58.47000122,61.68,78.15000153,76.33999634,80.63999939,531163,46.58106916,609130,1140298,..,..,..,930537,917588,1848130,84.80213114,84.8031472
Mongolia,2010,26.79746056,20.45298004,23.71331978,33.52999878,32.15000153,34.70000076,16.23999977,11.61999989,20.17000008,50.24000168,56.22999954,45.13000107,50.98899841,66.66667,25.22999954,33.27000046,54.18099976,55.91,64.69499969,67.35,59.36000061,61.59,75.69000244,72.95999908,79.61000061,545702,46.31434398,632556,1178257,98.33663177,98.17469788,98.25700378,947946,933504,1881449,83.7483577,83.74748812
Mongolia,2011,..,..,..,33.02999878,32.47999954,33.5,17.34000015,11.94999981,21.88999939,49.63000107,55.56999969,44.61000061,52.49300003,62.19975,32.22000122,38.84999847,54.92300034,56.72,66.44000244,68.68,60.59000015,62.65,76.02999878,72.79000092,80.88999939,562304,46.04471128,658905,1221213,..,..,..,963127,946548,1909673,82.66556038,82.6648626
Mongolia,2012,..,..,..,35.02000046,34.09999847,35.81000137,18.17000008,11.43000031,23.96999931,46.81000137,54.47000122,40.22000122,52.47200012,..,34.40000153,39.36000061,54.38299942,56.7,65.89600372,67.6,60.04100037,62.1,73.66999817,70.83999634,77.62000275,566001,46.06120433,662804,1228802,..,..,..,978664,959868,1938532,82.52852426,84.27425543
Mongolia,2013,..,..,..,29.81999969,28.30999947,31.07999992,20.42000008,13.68999958,26.05999947,49.75999832,58.00999832,42.86000061,51.43700027,62.99401,34.70999908,41.65000153,53.84199905,56.71,65.34799957,68.78,59.49000168,62.68,71.94000244,68.87000275,76.48999786,569375,46.08006824,666240,1235621,..,..,..,993890,972827,1966716,82.39272725,82.39243095
Mongolia,2014,..,..,..,27.97999954,26.20000076,29.47999954,20.71999931,13.64000034,26.71999931,51.29999924,60.15999985,43.81000137,51.99200058,63.2171,26.81999969,35.36000061,54.38600159,56.92,66.02100372,69.39,60.09000015,63.08,73.51000214,69.87999725,78.84999847,583810,46.13603496,681602,1265410,..,..,..,1008142,984877,1993018,82.37681725,82.37605348
Mongolia,2015,..,..,..,28.45000076,26.95000076,29.71999931,20.29000092,12.90999985,26.51000023,51.25999832,60.13999939,43.77000046,51.61500168,62.81465,26.32999992,35.29000092,53.90399933,56.83,65.98600006,69.94,59.81999969,63.3,71.83999634,67.68000031,78.15000153,586797,45.9880186,689178,1275978,..,..,..,1021255,995910,2017159,81.69005437,81.6903527
Mongolia,2016,..,..,..,30.36000061,27.94000053,32.43000031,18.98999977,12.60000038,24.45999908,50.65000153,59.45999908,43.11999893,49.74000168,60.64909,26.94000053,33.09000015,52.85100174,55.77,64.8730011,68.8,58.72999954,62.19,69.69000244,66.01999664,75.19999695,582476,45.98482636,684189,1266670,..,..,..,1032385,1004552,2036934,81.46840881,81.46836896
Mongolia,2017,..,..,..,28.78000069,26.10000038,31.05999947,19.21999931,11.97000027,25.37000084,52,61.93000031,43.56999969,50.8409996,39.97642,27.79000092,37.00999832,53.88700104,56.42,65.50299835,69.55,59.56000137,62.89,70.01000214,67.19000244,74.38999939,601364,46.28967649,697768,1299132,..,..,..,1043506,1013347,2056856,82.26646473,82.2659336
Mongolia,2018,..,..,..,26.65999985,24.54999924,28.46999931,20.61000061,13.43999958,26.72999954,52.72999954,62.00999832,44.81000137,49.43399811,51.89189,26.37000084,35.11000061,51.93600082,55.45,67.38200378,72.04,59.47000122,63.62,67.33000183,62.22999954,75.94999695,586924,44.7348223,725080,1312007,98.64888763,98.18601227,98.42311859,1054483,1022224,2076709,77.07696107,77.07655735
Mongolia,2019,..,..,..,25.31999969,23.35000038,27,21.57999992,14.43000031,27.68000031,53.11000061,62.22000122,45.31999969,50.64300156,..,29.72999954,33.04999924,53.24499893,58.87,68.11699677,74.06,60.49000168,66.34,68.41999817,62.86000061,77.01999664,609438,45.14161614,740621,1350058,..,..,..,1065397,1031359,2096757,78.16697955,78.16798512
Mongolia,2020,37.49443054,27.24838066,32.60437012,..,..,..,..,..,..,..,..,..,48.07099915,..,..,..,51.52199936,..,66.41799927,..,58.77000046,..,68.76999664,64.16000366,76.63999939,597545,45.00944939,730060,1327599,99.24108887,99.12138367,99.18327332,1076509,1041096,2117604,77.57234474,77.57149373
Mongolia,2021,..,..,..,..,..,..,..,..,..,..,..,..,47.99200058,..,..,..,51.49499893,..,66.5719986,..,58.82300186,..,..,..,..,606096,44.97478917,740946,1347635,..,..,..,..,..,..,77.35234035,..
Myanmar,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.55000305,66.78,78.65399933,91.81,71.31099701,78.89,..,..,..,8661332,47.12438298,9718502,18379725,..,..,..,12454464,11674148,24128615,82.06830371,41.49999936
Myanmar,1991,..,..,..,70.05000305,63.29000092,75.33000183,8.369999886,10.72999954,6.53000021,21.57999992,25.97999954,18.13999939,64.2009964,..,..,..,64.7480011,66.88,78.59100342,91.9,71.38300323,78.98,..,..,..,8877029,47.22921262,9918604,18795632,..,..,..,12716864,11916848,24633721,82.38602166,..
Myanmar,1992,..,..,..,69.05999756,62.27000046,74.31999969,8.989999771,11.39999962,7.119999886,21.95000076,26.32999992,18.54999924,63.48600006,..,..,..,63.9620018,66.55,78.84300232,91.66,71.09400177,78.7,..,..,..,8946897,46.85060502,10149635,19096652,..,..,..,12966360,12150246,25116631,81.12578151,..
Myanmar,1993,..,..,..,68.88999939,62.43000031,73.90000153,9.619999886,11.73999977,7.96999979,21.48999977,25.82999992,18.12000084,63.00999832,..,..,..,63.50799942,66.34,78.98400116,91.53,70.9240036,78.53,..,..,..,9057546,46.63484752,10364637,19422270,..,..,..,13213410,12382274,25595723,80.40615629,..
Myanmar,1994,..,..,..,68.68000031,62.29000092,73.62000275,9.789999962,11.90999985,8.149999619,21.53000069,25.79999924,18.22999954,62.44599915,..,..,..,62.93399811,66.06,79.15599823,91.35,70.70600128,78.29,..,..,..,9155125,46.36543976,10590306,19745580,..,..,..,13471908,12623106,26095045,79.50629076,..
Myanmar,1995,..,..,..,66.65000153,60.02000046,71.76000214,10.52999973,12.71000004,8.859999657,22.81999969,27.27000046,19.38999939,61.93099976,..,..,..,62.42100143,65.79,79.30699921,91.18,70.50700378,78.07,..,..,..,9269941,46.13396183,10823783,20093529,..,..,..,13749010,12877392,26626400,78.70806115,..
Myanmar,1996,..,..,..,65.13999939,58.33000183,70.37999725,11.09000015,13.31000042,9.390000343,23.77000046,28.36000061,20.22999954,61.47600174,..,..,..,61.96900177,65.57,79.44100189,91.04,70.32900238,77.88,..,..,..,9403973,45.9539516,11059810,20463905,..,..,..,14043285,13127706,27171013,78.00631953,..
Myanmar,1997,..,..,..,63.34999847,56.29999924,68.77999878,11.71000004,13.97000027,9.970000267,24.94000053,29.72999954,21.25,61.09899902,..,..,..,61.59700012,65.36,79.55200195,90.93,70.1780014,77.7,..,..,..,9555942,45.82357491,11297850,20853768,..,..,..,14352552,13385643,27738204,77.42985545,..
Myanmar,1998,..,..,..,62.75999832,55.70000076,68.19000244,12.06000042,14.28999996,10.32999992,25.18000031,30,21.46999931,60.71699905,..,..,..,61.21300125,65.13,79.66400146,90.81,70.02100372,77.51,..,..,..,9706715,45.69039857,11537721,21244540,..,..,..,14668767,13647388,28316148,76.83897385,..
Myanmar,1999,..,..,..,62.34999847,55.59999847,67.52999878,12.34000015,14.43999958,10.72999954,25.30999947,29.95999908,21.73999977,59.9640007,..,..,..,60.42699814,64.64,79.86699677,90.51,69.69599915,77.09,..,..,..,9784767,45.36055897,11786450,21571090,..,..,..,14979347,13905947,28885272,75.65953471,..
Myanmar,2000,..,..,..,61.09999847,54.68000031,66,12.90999985,14.81999969,11.44999981,25.98999977,30.5,22.54999924,59.00899887,..,..,..,59.45199966,63.99,80.08799744,90.09,69.28299713,76.55,..,..,..,9815485,44.93298404,12029031,21844721,86.41517639,93.924263,89.9417572,15274820,14155804,29430622,74.23334528,..
Myanmar,2001,..,..,..,60.49000168,54.49000168,65.04000092,13.22999954,14.85999966,11.98999977,26.28000069,30.64999962,22.96999931,58.22499847,..,..,..,58.67900085,63.42,80.23999786,89.77,68.94300079,76.09,..,..,..,9842332,44.59247491,12229689,22071733,..,..,..,15511871,14356828,29868658,73.12936493,..
Myanmar,2002,..,..,..,59.34000015,53.77000046,63.54000092,13.82999992,15.10000038,12.85999966,26.82999992,31.12999916,23.60000038,57.43299866,..,..,..,57.88000107,62.79,80.37000275,89.42,68.58200073,75.59,..,..,..,9851485,44.23307415,12420543,22271762,..,..,..,15736175,14552516,30288655,72.0169206,..
Myanmar,2003,..,..,..,57.83000183,52.63999939,61.70999908,14.47000027,15.40999985,13.77000046,27.70000076,31.95000076,24.52000046,56.55799866,..,..,..,56.99200058,62.06,80.47899628,88.98,68.16600037,74.99,..,..,..,9831843,43.8319343,12598883,22430776,..,..,..,15946888,14739566,30686444,70.81599326,..
Myanmar,2004,..,..,..,56.84999847,52.02999878,60.43000031,14.96000004,15.65999985,14.44999981,28.19000053,32.31000137,25.12999916,55.72900009,..,..,..,56.1609993,61.33,80.54599762,88.54,67.75800323,74.4,..,..,..,9809973,43.46602396,12759347,22569290,..,..,..,16146094,14915679,31061776,69.72537551,..
